简历ID,应聘岗位,所属部门,招聘渠道,简历投递时间,简历筛选结果,筛选完成时间,一面时间,一面面试官,一面结果,二面时间,二面面试官,二面结果,终面时间,终面面试官,终面结果,Offer发放时间,候选人期望薪资,Offer定薪,是否接受Offer,入职时间,是否到岗
RES00220,客服主管,客服部,内部推荐,2024-08-17,通过,2024-08-22,2024-08-21,崔艳,通过,2024-08-29,王浩,通过,2024-09-03,郭辉,通过,2024-09-11,17k,18285.0,是,2024-09-28,是
RES00221,市场推广,市场部,内部推荐,2024-01-29,通过,2024-02-01,2024-02-08,苏华,候选人放弃,,,,,,,,,,,,否
RES00222,测试工程师,技术部,校园招聘,2024-11-22,不通过,,,,,,,,,,,,,,,,否
RES00223,客服主管,客服部,前程无忧,2024-04-11,通过,2024-04-12,2024-04-17,赖淑英,通过,2024-04-19,张志强,不通过,,,,,,,,,否
RES00224,财务会计,财务部,校园招聘,2024-12-09,不通过,,,,,,,,,,,,,,,,否
RES00225,测试工程师,技术部,BOSS直聘,2024-05-29,不通过,,,,,,,,,,,,,,,,否
RES00226,行政专员,人事部,BOSS直聘,2024-05-20,通过,2024-05-24,2024-05-29,杨欣,通过,2024-05-28,杜林,通过,2024-06-03,丁帆,通过,2024-06-05,29k,31999.0,是,2024-06-26,是
RES00227,Java开发工程师,技术部,BOSS直聘,2024-02-09,通过,2024-02-11,2024-02-14,徐辉,通过,2024-02-21,张龙,通过,2024-02-26,马玉,不通过,,,,,,否
RES00228,销售代表,销售部,猎聘,2024-10-20,不通过,,,,,,,,,,,,,,,,否
RES00229,前端开发工程师,技术部,BOSS直聘,2025-04-28,不通过,,,,,,,,,,,,,,,,否
RES00230,Java开发工程师,技术部,前程无忧,2024-05-22,不通过,,,,,,,,,,,,,,,,否
RES00231,产品经理,产品部,智联招聘,2025-04-25,不通过,,,,,,,,,,,,,,,,否
RES00232,财务会计,财务部,智联招聘,2025-04-04,不通过,,,,,,,,,,,,,,,,否
RES00233,Java开发工程师,技术部,校园招聘,2024-01-06,通过,2024-01-11,2024-01-16,白秀华,通过,2024-01-19,张云,不通过,,,,,,,,,否
RES00234,数据分析师,产品部,BOSS直聘,2024-03-22,不通过,,,,,,,,,,,,,,,,否
RES00235,前端开发工程师,技术部,智联招聘,2024-01-20,不通过,,,,,,,,,,,,,,,,否
RES00236,前端开发工程师,技术部,内部推荐,2024-09-19,通过,2024-09-22,2024-09-25,柯云,通过,2024-10-03,高岩,不通过,,,,,,,,,否
RES00237,产品运营,运营部,BOSS直聘,2024-08-08,通过,2024-08-12,2024-08-15,张华,通过,2024-08-23,李玉英,通过,2024-08-22,孙杨,不通过,,,,,,否
RES00238,测试工程师,技术部,猎聘,2024-06-02,通过,2024-06-06,2024-06-12,何东,通过,2024-06-16,王莉,不通过,,,,,,,,,否
RES00239,产品经理,产品部,内部推荐,2025-06-24,通过,2025-06-28,2025-06-30,吕磊,候选人放弃,,,,,,,,,,,,否
RES00240,产品经理,产品部,校园招聘,2025-03-09,不通过,,,,,,,,,,,,,,,,否
RES00241,市场推广,市场部,校园招聘,2024-04-23,不通过,,,,,,,,,,,,,,,,否
RES00242,销售代表,销售部,智联招聘,2024-10-22,通过,2024-10-27,2024-10-28,岳志强,通过,2024-11-04,韩斌,通过,2024-11-06,王琴,不通过,,,,,,否
RES00243,产品经理,产品部,前程无忧,2024-08-31,通过,2024-09-04,2024-09-07,康丹,候选人放弃,,,,,,,,,,,,否
RES00244,数据分析师,产品部,BOSS直聘,2024-11-04,通过,2024-11-09,2024-11-10,申雪梅,不通过,,,,,,,,,,,,否
RES00245,财务会计,财务部,BOSS直聘,2024-05-04,不通过,,,,,,,,,,,,,,,,否
RES00246,销售代表,销售部,BOSS直聘,2024-02-18,通过,2024-02-21,2024-02-28,方杰,通过,2024-02-29,毛婷婷,不通过,,,,,,,,,否
RES00247,产品运营,运营部,智联招聘,2024-09-01,不通过,,,,,,,,,,,,,,,,否
RES00248,测试工程师,技术部,校园招聘,2025-03-05,不通过,,,,,,,,,,,,,,,,否
RES00249,产品经理,产品部,智联招聘,2025-04-13,不通过,,,,,,,,,,,,,,,,否
RES00250,测试工程师,技术部,前程无忧,2024-03-05,通过,2024-03-10,2024-03-09,吴强,通过,2024-03-14,姚东,通过,2024-03-17,周龙,通过,2024-03-23,10k,10189.0,是,2024-04-14,是
RES00251,产品运营,运营部,智联招聘,2024-04-23,不通过,,,,,,,,,,,,,,,,否
RES00252,测试工程师,技术部,智联招聘,2025-05-26,不通过,,,,,,,,,,,,,,,,否
RES00253,前端开发工程师,技术部,猎头,2024-01-17,通过,2024-01-18,2024-01-22,王冬梅,通过,2024-01-30,陈杰,通过,2024-02-05,吴玉,通过,2024-02-03,14k,15428.0,是,2024-02-28,是
RES00254,Java开发工程师,技术部,BOSS直聘,2025-06-11,通过,2025-06-13,2025-06-21,刘桂珍,通过,2025-06-18,王桂花,通过,2025-06-24,刘梅,通过,2025-07-04,29k,32698.0,是,2025-08-01,试用期离职
RES00255,产品经理,产品部,前程无忧,2024-09-04,不通过,,,,,,,,,,,,,,,,否
RES00256,数据分析师,产品部,智联招聘,2024-05-27,通过,2024-05-28,2024-05-31,周秀芳,候选人放弃,,,,,,,,,,,,否
RES00257,前端开发工程师,技术部,BOSS直聘,2024-10-25,通过,2024-10-28,2024-10-28,舒旭,通过,2024-11-04,杨玉梅,不通过,,,,,,,,,否
RES00258,Java开发工程师,技术部,前程无忧,2025-03-15,不通过,,,,,,,,,,,,,,,,否
RES00259,Java开发工程师,技术部,内部推荐,2024-01-02,通过,2024-01-06,2024-01-07,林倩,通过,2024-01-10,林斌,不通过,,,,,,,,,否
RES00260,前端开发工程师,技术部,BOSS直聘,2024-12-27,不通过,,,,,,,,,,,,,,,,否
RES00261,客服主管,客服部,BOSS直聘,2024-09-03,通过,2024-09-04,2024-09-13,阳波,候选人放弃,,,,,,,,,,,,否
RES00262,销售代表,销售部,BOSS直聘,2025-03-02,不通过,,,,,,,,,,,,,,,,否
RES00263,客服主管,客服部,内部推荐,2024-07-10,通过,2024-07-11,2024-07-20,段晶,通过,2024-07-22,李佳,通过,2024-07-22,王雷,不通过,,,,,,否
RES00264,行政专员,人事部,猎聘,2024-03-28,通过,2024-03-30,2024-04-02,陈娟,通过,2024-04-09,卢洋,通过,2024-04-14,韩晶,不通过,,,,,,否
RES00265,数据分析师,产品部,前程无忧,2025-06-20,不通过,,,,,,,,,,,,,,,,否
RES00266,HRBP,人事部,智联招聘,2025-01-04,不通过,,,,,,,,,,,,,,,,否
RES00267,Java开发工程师,技术部,校园招聘,2024-03-10,通过,2024-03-14,2024-03-15,周桂兰,通过,2024-03-17,苑志强,通过,2024-03-29,冯欣,通过,2024-04-02,17k,17807.0,是,2024-04-27,是
RES00268,市场推广,市场部,内部推荐,2025-06-22,通过,2025-06-26,2025-06-27,文柳,通过,2025-07-01,刘丽娟,通过,2025-07-08,高利,通过,2025-07-15,20k,19845.0,是,2025-08-07,是
RES00269,销售代表,销售部,内部推荐,2025-06-03,通过,2025-06-04,2025-06-11,李洋,通过,2025-06-13,赵霞,不通过,,,,,,,,,否
RES00270,测试工程师,技术部,内部推荐,2025-06-03,通过,2025-06-04,2025-06-12,梁涛,通过,2025-06-17,王辉,通过,2025-06-17,魏倩,通过,2025-06-27,17k,16664.0,是,2025-07-06,是
RES00271,Java开发工程师,技术部,猎聘,2024-01-21,不通过,,,,,,,,,,,,,,,,否
RES00272,财务会计,财务部,智联招聘,2025-02-03,通过,2025-02-05,2025-02-06,廖琴,通过,2025-02-17,王丹丹,通过,2025-02-15,郑秀兰,通过,2025-02-27,29k,30980.0,否,,否
RES00273,市场推广,市场部,校园招聘,2025-04-26,不通过,,,,,,,,,,,,,,,,否
RES00274,数据分析师,产品部,校园招聘,2024-02-14,不通过,,,,,,,,,,,,,,,,否
RES00275,行政专员,人事部,BOSS直聘,2025-01-31,通过,2025-02-03,2025-02-04,田文,通过,2025-02-10,李静,通过,2025-02-13,刘涛,通过,2025-02-22,34k,35198.0,是,2025-03-25,试用期离职
RES00276,行政专员,人事部,BOSS直聘,2025-01-17,不通过,,,,,,,,,,,,,,,,否
RES00277,财务会计,财务部,猎头,2024-09-16,通过,2024-09-17,2024-09-19,孟桂芝,不通过,,,,,,,,,,,,否
RES00278,前端开发工程师,技术部,BOSS直聘,2024-01-17,不通过,,,,,,,,,,,,,,,,否
RES00279,销售代表,销售部,校园招聘,2024-12-31,不通过,,,,,,,,,,,,,,,,否
RES00280,产品运营,运营部,智联招聘,2024-03-10,通过,2024-03-12,2024-03-14,郭艳,通过,2024-03-25,刘玉珍,不通过,,,,,,,,,否
RES00281,销售代表,销售部,BOSS直聘,2024-12-19,不通过,,,,,,,,,,,,,,,,否
RES00282,市场推广,市场部,BOSS直聘,2024-09-03,通过,2024-09-05,2024-09-12,陈桂英,通过,2024-09-15,廖彬,不通过,,,,,,,,,否
RES00283,客服主管,客服部,BOSS直聘,2024-04-16,不通过,,,,,,,,,,,,,,,,否
RES00284,产品运营,运营部,BOSS直聘,2024-12-06,不通过,,,,,,,,,,,,,,,,否
RES00285,测试工程师,技术部,前程无忧,2024-05-16,不通过,,,,,,,,,,,,,,,,否
RES00286,行政专员,人事部,猎聘,2024-02-15,通过,2024-02-17,2024-02-23,邵亮,通过,2024-03-01,席玉华,不通过,,,,,,,,,否
RES00287,行政专员,人事部,猎头,2024-12-26,不通过,,,,,,,,,,,,,,,,否
RES00288,前端开发工程师,技术部,智联招聘,2024-12-12,不通过,,,,,,,,,,,,,,,,否
RES00289,HRBP,人事部,前程无忧,2024-06-28,不通过,,,,,,,,,,,,,,,,否
RES00290,销售代表,销售部,前程无忧,2025-04-20,不通过,,,,,,,,,,,,,,,,否
RES00291,前端开发工程师,技术部,前程无忧,2025-05-05,不通过,,,,,,,,,,,,,,,,否
RES00292,测试工程师,技术部,前程无忧,2024-07-05,不通过,,,,,,,,,,,,,,,,否
RES00293,市场推广,市场部,BOSS直聘,2024-05-18,不通过,,,,,,,,,,,,,,,,否
RES00294,产品运营,运营部,BOSS直聘,2024-03-05,不通过,,,,,,,,,,,,,,,,否
RES00295,财务会计,财务部,BOSS直聘,2025-04-13,不通过,,,,,,,,,,,,,,,,否
RES00296,Java开发工程师,技术部,BOSS直聘,2024-02-07,不通过,,,,,,,,,,,,,,,,否
RES00297,客服主管,客服部,猎聘,2024-10-27,不通过,,,,,,,,,,,,,,,,否
RES00298,市场推广,市场部,BOSS直聘,2024-07-25,不通过,,,,,,,,,,,,,,,,否
RES00299,测试工程师,技术部,校园招聘,2024-02-14,不通过,,,,,,,,,,,,,,,,否
RES00300,Java开发工程师,技术部,校园招聘,2024-07-23,不通过,,,,,,,,,,,,,,,,否
RES00301,测试工程师,技术部,猎头,2024-02-12,不通过,,,,,,,,,,,,,,,,否
RES00302,销售代表,销售部,校园招聘,2024-11-19,不通过,,,,,,,,,,,,,,,,否
RES00303,财务会计,财务部,BOSS直聘,2024-11-13,不通过,,,,,,,,,,,,,,,,否
RES00304,行政专员,人事部,前程无忧,2025-06-11,不通过,,,,,,,,,,,,,,,,否
RES00305,前端开发工程师,技术部,BOSS直聘,2025-02-11,不通过,,,,,,,,,,,,,,,,否
RES00306,产品运营,运营部,内部推荐,2025-04-29,不通过,,,,,,,,,,,,,,,,否
RES00307,前端开发工程师,技术部,校园招聘,2024-09-16,不通过,,,,,,,,,,,,,,,,否
RES00308,产品运营,运营部,校园招聘,2024-02-07,不通过,,,,,,,,,,,,,,,,否
RES00309,HRBP,人事部,智联招聘,2024-07-14,不通过,,,,,,,,,,,,,,,,否
RES00310,HRBP,人事部,内部推荐,2024-10-19,不通过,,,,,,,,,,,,,,,,否
RES00311,测试工程师,技术部,BOSS直聘,2024-12-31,通过,2025-01-03,2025-01-08,杨东,通过,2025-01-11,王琳,通过,2025-01-20,许杨,不通过,,,,,,否
RES00312,前端开发工程师,技术部,BOSS直聘,2024-02-18,不通过,,,,,,,,,,,,,,,,否
RES00313,数据分析师,产品部,内部推荐,2024-12-05,不通过,,,,,,,,,,,,,,,,否
RES00314,产品运营,运营部,智联招聘,2024-10-06,通过,2024-10-07,2024-10-11,朱秀英,通过,2024-10-16,徐淑华,通过,2024-10-22,王玉华,通过,2024-10-22,26k,26158.0,否,,否
RES00315,产品运营,运营部,猎头,2024-05-07,不通过,,,,,,,,,,,,,,,,否
RES00316,Java开发工程师,技术部,BOSS直聘,2025-01-11,不通过,,,,,,,,,,,,,,,,否
RES00317,前端开发工程师,技术部,校园招聘,2025-03-23,不通过,,,,,,,,,,,,,,,,否
RES00318,产品经理,产品部,智联招聘,2025-02-13,通过,2025-02-18,2025-02-20,王红梅,通过,2025-02-26,袁凤英,通过,2025-02-25,罗阳,通过,2025-03-05,19k,20873.0,是,2025-04-13,是
RES00319,数据分析师,产品部,内部推荐,2025-03-26,不通过,,,,,,,,,,,,,,,,否
RES00320,销售代表,销售部,内部推荐,2025-01-30,通过,2025-02-04,2025-02-08,米梅,候选人放弃,,,,,,,,,,,,否
RES00321,数据分析师,产品部,校园招聘,2024-12-13,通过,2024-12-18,2024-12-18,赵秀兰,通过,2024-12-23,黄柳,通过,2024-12-31,毛瑞,通过,2025-01-04,32k,33290.0,是,2025-01-19,是
RES00322,行政专员,人事部,BOSS直聘,2024-07-10,不通过,,,,,,,,,,,,,,,,否
RES00323,HRBP,人事部,校园招聘,2025-05-23,通过,2025-05-26,2025-05-26,袁秀芳,通过,2025-06-03,戴秀华,不通过,,,,,,,,,否
RES00324,产品经理,产品部,BOSS直聘,2025-05-24,通过,2025-05-29,2025-05-29,傅秀芳,通过,2025-06-07,刘倩,不通过,,,,,,,,,否
RES00325,HRBP,人事部,BOSS直聘,2025-01-11,不通过,,,,,,,,,,,,,,,,否
RES00326,财务会计,财务部,智联招聘,2025-06-15,不通过,,,,,,,,,,,,,,,,否
RES00327,HRBP,人事部,内部推荐,2024-09-30,不通过,,,,,,,,,,,,,,,,否
RES00328,市场推广,市场部,智联招聘,2024-03-25,通过,2024-03-30,2024-03-31,姚桂荣,候选人放弃,,,,,,,,,,,,否
RES00329,HRBP,人事部,内部推荐,2025-03-10,通过,2025-03-13,2025-03-14,张莉,不通过,,,,,,,,,,,,否
RES00330,Java开发工程师,技术部,猎聘,2024-03-21,通过,2024-03-25,2024-03-29,王强,通过,2024-04-02,李云,通过,2024-04-02,凌莉,通过,2024-04-09,13k,14867.0,是,2024-05-15,是
RES00331,产品经理,产品部,BOSS直聘,2025-03-16,通过,2025-03-17,2025-03-22,张俊,通过,2025-03-25,卜淑英,不通过,,,,,,,,,否
RES00332,财务会计,财务部,校园招聘,2024-07-03,不通过,,,,,,,,,,,,,,,,否
RES00333,产品运营,运营部,BOSS直聘,2024-10-27,不通过,,,,,,,,,,,,,,,,否
RES00334,测试工程师,技术部,校园招聘,2024-11-24,通过,2024-11-25,2024-11-29,夏慧,通过,2024-12-05,廖梅,不通过,,,,,,,,,否
RES00335,产品运营,运营部,智联招聘,2024-04-15,通过,2024-04-16,2024-04-25,韦桂芳,通过,2024-04-25,杨秀英,通过,2024-04-30,吴晨,不通过,,,,,,否
RES00336,财务会计,财务部,前程无忧,2024-03-22,通过,2024-03-27,2024-04-01,王莉,候选人放弃,,,,,,,,,,,,否
RES00337,客服主管,客服部,智联招聘,2024-12-01,不通过,,,,,,,,,,,,,,,,否
RES00338,数据分析师,产品部,BOSS直聘,2024-10-29,不通过,,,,,,,,,,,,,,,,否
RES00339,前端开发工程师,技术部,智联招聘,2024-11-09,不通过,,,,,,,,,,,,,,,,否
RES00340,客服主管,客服部,BOSS直聘,2025-04-01,不通过,,,,,,,,,,,,,,,,否
RES00341,产品经理,产品部,BOSS直聘,2025-03-12,不通过,,,,,,,,,,,,,,,,否
RES00342,HRBP,人事部,BOSS直聘,2024-06-19,不通过,,,,,,,,,,,,,,,,否
RES00343,产品运营,运营部,前程无忧,2025-03-30,不通过,,,,,,,,,,,,,,,,否
RES00344,Java开发工程师,技术部,内部推荐,2024-12-25,通过,2024-12-26,2025-01-01,林建军,通过,2025-01-01,张瑜,通过,2025-01-10,高建国,通过,2025-01-19,29k,28801.0,是,2025-02-02,是
RES00345,客服主管,客服部,前程无忧,2025-04-02,不通过,,,,,,,,,,,,,,,,否
RES00346,数据分析师,产品部,校园招聘,2024-02-13,不通过,,,,,,,,,,,,,,,,否
RES00347,HRBP,人事部,猎聘,2024-12-27,通过,2024-12-28,2024-12-31,武桂芝,不通过,,,,,,,,,,,,否
RES00348,行政专员,人事部,猎聘,2025-03-21,通过,2025-03-26,2025-03-24,赵倩,候选人放弃,,,,,,,,,,,,否
RES00349,前端开发工程师,技术部,猎聘,2024-10-08,通过,2024-10-13,2024-10-18,许敏,通过,2024-10-17,邹桂英,通过,2024-10-25,马梅,通过,2024-10-28,28k,27360.0,否,,否
RES00350,财务会计,财务部,智联招聘,2024-02-28,不通过,,,,,,,,,,,,,,,,否
RES00351,HRBP,人事部,猎聘,2024-03-17,通过,2024-03-18,2024-03-20,马鹏,不通过,,,,,,,,,,,,否
RES00352,前端开发工程师,技术部,BOSS直聘,2025-02-19,不通过,,,,,,,,,,,,,,,,否
RES00353,前端开发工程师,技术部,校园招聘,2025-01-07,不通过,,,,,,,,,,,,,,,,否
RES00354,产品运营,运营部,内部推荐,2025-06-09,通过,2025-06-12,2025-06-14,陈波,候选人放弃,,,,,,,,,,,,否
RES00355,产品运营,运营部,BOSS直聘,2024-06-12,通过,2024-06-16,2024-06-18,李凯,候选人放弃,,,,,,,,,,,,否
RES00356,产品经理,产品部,内部推荐,2024-02-01,通过,2024-02-06,2024-02-08,白平,通过,2024-02-13,蒋亮,不通过,,,,,,,,,否
RES00357,行政专员,人事部,BOSS直聘,2024-05-26,不通过,,,,,,,,,,,,,,,,否
RES00358,财务会计,财务部,BOSS直聘,2025-03-24,通过,2025-03-26,2025-03-30,董霞,候选人放弃,,,,,,,,,,,,否
RES00359,前端开发工程师,技术部,BOSS直聘,2024-02-05,不通过,,,,,,,,,,,,,,,,否
RES00360,产品经理,产品部,内部推荐,2024-05-09,通过,2024-05-14,2024-05-14,陈阳,不通过,,,,,,,,,,,,否
RES00361,市场推广,市场部,内部推荐,2024-03-09,不通过,,,,,,,,,,,,,,,,否
RES00362,客服主管,客服部,内部推荐,2024-08-29,通过,2024-08-31,2024-09-02,张桂芝,通过,2024-09-07,陈玉英,通过,2024-09-15,管芳,通过,2024-09-19,21k,20630.0,是,2024-10-24,是
RES00363,销售代表,销售部,BOSS直聘,2025-01-10,不通过,,,,,,,,,,,,,,,,否
RES00364,前端开发工程师,技术部,前程无忧,2025-01-05,通过,2025-01-07,2025-01-10,王冬梅,通过,2025-01-16,邵荣,通过,2025-01-20,雷杰,通过,2025-01-29,15k,14768.0,是,2025-02-06,是
RES00365,产品经理,产品部,猎聘,2025-01-27,不通过,,,,,,,,,,,,,,,,否
RES00366,行政专员,人事部,BOSS直聘,2024-02-03,不通过,,,,,,,,,,,,,,,,否
RES00367,产品运营,运营部,猎聘,2024-06-06,不通过,,,,,,,,,,,,,,,,否
RES00368,前端开发工程师,技术部,BOSS直聘,2025-04-05,不通过,,,,,,,,,,,,,,,,否
RES00369,前端开发工程师,技术部,BOSS直聘,2025-01-14,不通过,,,,,,,,,,,,,,,,否
RES00370,HRBP,人事部,智联招聘,2025-01-15,不通过,,,,,,,,,,,,,,,,否
RES00371,行政专员,人事部,猎聘,2025-03-30,不通过,,,,,,,,,,,,,,,,否
RES00372,财务会计,财务部,BOSS直聘,2024-03-19,通过,2024-03-21,2024-03-28,郝莉,通过,2024-03-26,黎小红,不通过,,,,,,,,,否
RES00373,产品运营,运营部,BOSS直聘,2024-05-20,不通过,,,,,,,,,,,,,,,,否
RES00374,前端开发工程师,技术部,BOSS直聘,2025-06-26,不通过,,,,,,,,,,,,,,,,否
RES00375,客服主管,客服部,BOSS直聘,2025-01-10,通过,2025-01-12,2025-01-15,陆斌,通过,2025-01-24,权慧,不通过,,,,,,,,,否
RES00376,产品运营,运营部,BOSS直聘,2025-02-11,不通过,,,,,,,,,,,,,,,,否
RES00377,客服主管,客服部,智联招聘,2024-11-17,不通过,,,,,,,,,,,,,,,,否
RES00378,销售代表,销售部,猎聘,2024-10-12,通过,2024-10-16,2024-10-21,钟桂香,不通过,,,,,,,,,,,,否
RES00379,测试工程师,技术部,智联招聘,2024-09-12,不通过,,,,,,,,,,,,,,,,否
RES00380,测试工程师,技术部,内部推荐,2024-04-26,不通过,,,,,,,,,,,,,,,,否
RES00381,数据分析师,产品部,猎聘,2024-01-27,不通过,,,,,,,,,,,,,,,,否
RES00382,数据分析师,产品部,BOSS直聘,2024-07-09,不通过,,,,,,,,,,,,,,,,否
RES00383,财务会计,财务部,BOSS直聘,2025-05-26,不通过,,,,,,,,,,,,,,,,否
RES00384,测试工程师,技术部,校园招聘,2025-06-14,不通过,,,,,,,,,,,,,,,,否
RES00385,销售代表,销售部,BOSS直聘,2025-01-31,不通过,,,,,,,,,,,,,,,,否
RES00386,前端开发工程师,技术部,BOSS直聘,2024-04-30,不通过,,,,,,,,,,,,,,,,否
RES00387,HRBP,人事部,BOSS直聘,2024-09-25,不通过,,,,,,,,,,,,,,,,否
RES00388,财务会计,财务部,前程无忧,2024-09-23,不通过,,,,,,,,,,,,,,,,否
RES00389,数据分析师,产品部,前程无忧,2025-04-01,通过,2025-04-02,2025-04-04,陈建平,通过,2025-04-11,李辉,不通过,,,,,,,,,否
RES00390,HRBP,人事部,猎头,2024-08-07,通过,2024-08-11,2024-08-16,龚明,通过,2024-08-14,董龙,通过,2024-08-26,吴宇,通过,2024-08-28,17k,18963.0,是,2024-09-11,是
RES00391,产品经理,产品部,校园招聘,2024-10-19,不通过,,,,,,,,,,,,,,,,否
RES00392,市场推广,市场部,智联招聘,2025-05-17,通过,2025-05-22,2025-05-27,胡楠,不通过,,,,,,,,,,,,否
RES00393,行政专员,人事部,智联招聘,2024-07-23,通过,2024-07-28,2024-07-28,施坤,通过,2024-08-04,吴晶,通过,2024-08-06,李凯,通过,2024-08-14,27k,29511.0,否,,否
RES00394,产品经理,产品部,BOSS直聘,2024-05-05,不通过,,,,,,,,,,,,,,,,否
RES00395,销售代表,销售部,BOSS直聘,2024-05-18,通过,2024-05-21,2024-05-23,鞠淑兰,候选人放弃,,,,,,,,,,,,否
RES00396,客服主管,客服部,BOSS直聘,2024-03-16,不通过,,,,,,,,,,,,,,,,否
RES00397,数据分析师,产品部,BOSS直聘,2025-04-07,通过,2025-04-08,2025-04-15,杨岩,候选人放弃,,,,,,,,,,,,否
RES00398,销售代表,销售部,BOSS直聘,2024-06-25,通过,2024-06-29,2024-06-30,吴玉,候选人放弃,,,,,,,,,,,,否
RES00399,财务会计,财务部,BOSS直聘,2025-03-31,不通过,,,,,,,,,,,,,,,,否
RES00400,数据分析师,产品部,智联招聘,2024-03-30,不通过,,,,,,,,,,,,,,,,否
RES00401,财务会计,财务部,猎头,2024-11-23,不通过,,,,,,,,,,,,,,,,否
RES00402,销售代表,销售部,前程无忧,2024-12-21,不通过,,,,,,,,,,,,,,,,否
RES00403,前端开发工程师,技术部,猎头,2024-03-07,通过,2024-03-09,2024-03-12,徐颖,通过,2024-03-14,杨娟,通过,2024-03-23,储小红,通过,2024-03-29,17k,17903.0,是,2024-04-10,试用期离职
RES00404,销售代表,销售部,智联招聘,2024-10-24,通过,2024-10-27,2024-11-03,王建军,通过,2024-11-08,郑华,不通过,,,,,,,,,否
RES00405,财务会计,财务部,智联招聘,2024-11-03,不通过,,,,,,,,,,,,,,,,否
RES00406,财务会计,财务部,智联招聘,2024-06-10,不通过,,,,,,,,,,,,,,,,否
RES00407,产品运营,运营部,BOSS直聘,2024-06-27,不通过,,,,,,,,,,,,,,,,否
